"Id","MSSubClass","MSZoning.RL","MSZoning.RM","LotFrontage","LotArea","LotShape.IR1","LotShape.Reg","LandContour.Lvl","LotConfig.Corner","LotConfig.CulDSac","LotConfig.Inside","Neighborhood.CollgCr","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.NAmes","Neighborhood.NridgHt","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.Somerst","Condition1.Feedr","Condition1.Norm","BldgType.1Fam","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1Story","HouseStyle.2Story","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle.Gable","RoofStyle.Hip","Exterior1st.HdBoard","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.VinylSd","Exterior1st.Wd.Sdng","Exterior2nd.HdBoard","Exterior2nd.MetalSd","Exterior2nd.Plywood","Exterior2nd.VinylSd","Exterior2nd.Wd.Sdng","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","MasVnrArea","ExterQual.Gd","ExterQual.TA","ExterCond.Gd","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","BsmtQual.Ex","BsmtQual.Gd","BsmtQual.TA","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinSF1","BsmtFinType2.Unf","BsmtUnfSF","TotalBsmtSF","HeatingQC.Ex","HeatingQC.Gd","HeatingQC.TA","CentralAir.N","CentralAir.Y","Electrical.FuseA","Electrical.SBrkr","X2ndFlrSF","GrLivArea","BsmtFullBath.0","BsmtFullBath.1","FullBath","HalfBath","BedroomAbvGr","KitchenQual.Ex","KitchenQual.Gd","KitchenQual.TA","TotRmsAbvGrd","Functional.Typ","Fireplaces","FireplaceQu.Gd","FireplaceQu.NONE","FireplaceQu.TA","GarageType.Attchd","GarageType.BuiltIn","GarageType.Detchd","GarageType.NONE","GarageFinish.Fin","GarageFinish.NONE","GarageFinish.RFn","GarageFinish.Unf","GarageCars","GarageQual.NONE","GarageQual.TA","GarageCond.NONE","GarageCond.TA","PavedDrive.N","PavedDrive.Y","WoodDeckSF","MoSold","YrSold","SaleType.New","SaleType.WD","SaleCondition.Abnorml","SaleCondition.Normal","SaleCondition.Partial"
1874,20,1,0,65,9757,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,7,1994,1994,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,755,1,235,990,1,0,0,0,1,0,1,0,990,0,1,1,0,3,0,0,1,5,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,66,10,2009,0,1,0,1,0
1875,20,1,0,65,14753,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,5,1998,1998,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,950,1,513,1463,1,0,0,0,1,0,1,0,1463,0,1,2,0,3,0,0,1,5,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,12,2009,0,1,0,1,0
1876,60,1,0,70,8750,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,5,1998,1998,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,120,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,606,1,322,928,1,0,0,0,1,0,1,844,1772,0,1,2,1,3,0,0,1,7,1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,150,4,2009,0,1,0,1,0
1877,20,1,0,65,10739,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,2002,2001,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,68,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1259,1,172,1431,1,0,0,0,1,0,1,0,1444,0,1,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,144,4,2009,0,1,0,1,0
1878,20,1,0,75,11166,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,2001,2001,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,180,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,24,1,1468,1492,1,0,0,0,1,0,1,0,1492,1,0,2,0,3,0,1,0,6,1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,7,2009,0,1,0,0,0
1879,20,1,0,6517.41540847852,16269,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,5,1978,1978,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,76,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,625,1,282,907,0,0,1,0,1,0,1,0,907,1,0,1,0,3,0,0,1,5,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,72,7,2009,0,1,0,1,0
1880,20,1,0,76,6950,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,7,1979,1979,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,40,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,710,0,132,914,0,0,1,0,1,0,1,0,914,0,1,1,0,2,0,0,1,5,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,10,2009,0,1,0,1,0
1881,20,1,0,90,11664,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,2002,2002,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1234,1,335,1569,1,0,0,0,1,0,1,0,1611,0,1,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,0,1,0,3,0,1,0,1,0,1,262,9,2009,0,1,0,1,0
1882,60,1,0,5239.79004290659,12334,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,5,2003,2003,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,198,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1068,1068,1,0,0,0,1,0,1,1116,2184,1,0,2,1,4,0,1,0,8,1,1,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,1,192,6,2009,0,1,0,1,0
1883,60,1,0,70,8749,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,5,2002,2002,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,840,840,1,0,0,0,1,0,1,885,1725,1,0,2,1,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,11,2009,0,1,0,1,0
1884,60,1,0,4775.24478808334,11250,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,5,2001,2001,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,944,944,1,0,0,0,1,0,1,926,1870,1,0,2,1,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,256,5,2009,0,1,0,1,0
1885,20,1,0,90,15750,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,8,5,1999,2000,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,260,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1246,1,216,1462,1,0,0,0,1,0,1,0,1513,0,1,2,0,2,0,1,0,5,1,1,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,135,6,2009,0,1,0,1,0
1886,20,1,0,5347.22903696874,12782,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,5,2002,2003,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,164,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1360,1,462,1822,1,0,0,0,1,0,1,0,1828,0,1,2,0,3,0,1,0,7,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,194,6,2009,0,1,0,1,0
1887,20,1,0,70,8750,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,1997,1998,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,209,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1111,1,306,1417,1,0,0,0,1,0,1,0,1417,0,1,2,0,3,0,1,0,7,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,60,8,2009,0,1,0,1,0
1888,20,1,0,85,10200,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,5,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,180,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1478,1,100,1578,1,0,0,0,1,0,1,0,1602,0,1,2,0,3,0,1,0,7,1,1,1,0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,0,1,0,1,2009,0,1,0,1,0
1889,60,1,0,85,11069,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,5,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,608,608,1,0,0,0,1,0,1,788,1396,1,0,2,1,3,0,1,0,6,1,1,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1,100,7,2009,0,1,0,1,0
1890,20,1,0,80,10682,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,6,1960,1971,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,399,1,615,1014,0,0,1,0,1,0,1,0,1149,0,1,1,0,3,0,0,1,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,7,2009,0,1,0,1,0
1891,180,0,1,35,3675,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,6,5,2005,2006,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,80,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,547,1,0,547,0,1,0,0,1,0,1,0,1072,0,1,1,0,2,0,0,1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,4,2009,0,1,0,1,0
1892,20,1,0,64,6410,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,5,1959,1959,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,332,0,301,876,0,0,1,0,1,1,0,0,876,1,0,1,0,3,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,3,2009,0,1,0,1,0
1893,20,1,0,70,11767,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,5,5,1950,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1078,1,0,1078,0,0,1,0,1,1,0,0,1368,0,1,1,0,3,0,0,1,6,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,6,2009,0,1,0,1,0
1894,90,1,0,65,10926,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5,5,1959,1959,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,74,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1678,1678,0,0,1,0,1,0,1,0,1678,1,0,2,0,6,0,0,1,10,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,8,2009,0,1,0,1,0
1895,20,1,0,70,11767,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,5,5,1956,1956,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,259,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,546,1,604,1150,1,0,0,0,1,0,1,0,1560,1,0,1,0,2,0,0,1,7,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,5,2009,0,1,0,1,0
1896,50,1,0,45,8212,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5,6,1941,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,626,1,94,720,1,0,0,0,1,0,1,444,1298,1,0,1,0,3,0,0,1,6,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,84,9,2009,0,1,0,1,0
1897,50,0,0,70,6300,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5,4,1938,1950,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,88,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,832,1,0,832,0,0,1,0,1,0,1,436,1268,1,0,1,1,3,0,0,1,7,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,7,2009,0,1,1,0,0
1898,70,1,0,43,5707,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,6,1935,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,583,583,0,1,0,0,1,0,0,595,1242,1,0,1,1,3,0,0,1,6,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,329,3,2009,0,1,0,1,0
1899,30,1,0,64,8574,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,8,1916,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,816,816,1,0,0,0,1,0,1,0,1232,1,0,1,0,3,0,1,0,6,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,10,2009,0,1,0,1,0
1900,70,1,0,53,7155,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,8,1918,1990,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,600,600,1,0,0,0,1,0,1,600,1228,1,0,1,0,3,0,0,1,6,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,5,2009,0,1,0,1,0
1901,50,1,0,60,13680,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5,6,1940,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,728,1,112,840,1,0,0,0,1,0,1,727,1567,0,1,1,1,2,0,0,1,6,0,2,0,0,1,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,2,2009,0,1,0,1,0
1902,20,1,0,80,14680,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,4,1960,1960,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,793,1,480,1273,1,0,0,0,1,0,1,0,1273,1,0,1,0,2,0,0,1,5,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,483,6,2009,0,1,0,1,0
1903,90,1,0,3633.06382464575,8145,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,6,1940,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,246,1,674,920,1,0,0,0,1,0,1,1240,2480,1,0,2,1,5,0,0,1,13,1,2,1,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,7,2009,0,1,0,1,0
1904,20,1,0,70,9100,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5,6,1954,1954,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,154,0,264,1112,1,0,0,0,1,0,1,0,1112,0,1,1,0,2,0,0,1,6,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,10,2009,0,1,0,0,0
1905,20,1,0,90,13339,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,6,1960,1960,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,132,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,65,0,621,1561,0,0,1,0,1,0,1,0,1561,0,1,2,0,3,0,0,1,6,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,5,2009,0,1,0,1,0
1906,50,1,0,78,15600,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5,7,1949,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,312,0,248,1067,0,0,0,1,0,0,1,537,1523,0,1,2,0,3,0,0,0,7,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,10,2009,0,1,0,1,0
1907,20,1,0,100,17500,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,5,1954,1954,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,420,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,784,0,91,1310,1,0,0,0,1,0,1,0,1906,0,1,1,1,3,0,0,1,6,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,1,2009,0,1,0,1,0
1908,160,0,1,24,1733,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,6,1980,1980,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,516,516,0,0,1,0,1,0,1,516,1032,1,0,1,0,2,0,0,1,5,1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,279,5,2009,0,1,0,1,0
1909,160,0,1,24,1488,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,6,1980,1992,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,471,1,90,561,0,0,1,0,1,0,1,668,1229,0,1,1,1,2,0,1,0,5,1,1,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,176,10,2009,0,1,0,1,0
1910,160,0,1,24,1612,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,6,1980,1980,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,561,561,0,0,1,0,1,0,1,668,1229,1,0,1,1,2,0,0,1,5,1,1,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,154,7,2009,0,1,0,1,0
1911,80,1,0,5688.21307130165,13607,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,6,1986,1986,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,242,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,454,1,118,572,0,1,0,0,1,0,1,800,1982,0,1,2,1,3,0,0,1,6,1,1,0,0,1,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1,400,4,2009,0,1,0,1,0
1912,20,1,0,7306.59158039782,17597,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,9,1971,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,803,0,581,1803,0,0,1,0,1,0,1,0,2365,0,1,2,0,3,1,0,0,7,0,2,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,200,7,2009,0,1,0,1,0
1913,70,0,1,50,8660,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,6,1900,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,760,760,1,0,0,1,0,0,1,928,2168,1,0,2,0,5,0,1,0,11,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,467,12,2009,0,1,0,1,0
1914,30,0,0,60,10200,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,6,1925,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,572,572,0,0,0,1,0,0,0,0,572,1,0,1,0,2,0,0,1,4,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,5,2009,0,1,0,1,0
1915,120,0,1,44,3843,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,5,2007,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,174,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1476,1,120,1596,1,0,0,0,1,0,1,0,1648,0,1,2,0,2,1,0,0,5,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,162,6,2009,1,0,0,0,1
1916,30,1,0,109,21780,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,4,1910,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,810,1,0,1,0,1,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,119,3,2009,0,0,0,1,0
1917,60,1,0,75,10125,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,5,2000,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,445,0,412,1107,1,0,0,0,1,0,1,1012,2052,1,0,2,1,3,0,1,0,7,1,1,0,0,1,0,1,0,0,1,0,0,0,3,0,1,0,1,0,1,210,5,2009,0,1,0,1,0
1918,85,1,0,75,9750,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,6,1977,1977,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,767,1,135,902,1,0,0,0,1,0,1,0,926,0,1,1,0,2,0,0,1,5,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,319,4,2009,0,1,0,1,0
1919,85,1,0,72,9360,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,1977,1977,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,841,0,0,957,0,0,1,0,1,0,1,0,1287,0,1,1,1,2,0,0,1,5,1,2,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,302,11,2009,0,1,0,1,0
1920,20,1,0,82,11070,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,5,1991,1991,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,55,1,1527,1582,0,0,1,0,1,0,1,0,1595,0,1,2,0,2,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,4,2009,0,0,1,0,0
1921,20,1,0,113,13438,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,5,2008,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,246,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1758,1,432,2190,1,0,0,0,1,0,1,0,2036,0,1,2,0,3,1,0,0,9,1,1,0,0,0,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,90,7,2009,0,1,0,1,0
1922,20,1,0,79,14463,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,5,2008,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,406,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1115,1,526,1641,1,0,0,0,1,0,1,0,1641,0,1,2,0,3,1,0,0,7,1,0,0,1,0,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,0,1,2009,0,1,0,1,0
1923,60,1,0,4257.62023087318,9839,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,8,1980,2006,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,462,1,250,712,1,0,0,0,1,0,1,862,2237,1,0,2,1,3,0,1,0,7,1,1,0,0,1,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1,305,2,2009,0,1,0,1,0
1924,80,1,0,125,14419,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,5,1987,1989,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,310,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,904,0,117,1645,1,0,0,0,1,0,1,0,1479,0,0,2,1,3,0,1,0,7,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,224,7,2009,0,1,0,1,0
1925,60,1,0,75,9157,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,5,2003,2003,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,912,912,1,0,0,0,1,0,1,942,2014,1,0,2,1,3,0,1,0,9,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,124,2,2009,0,1,1,0,0
