"Id","MSSubClass","MSZoning.RL","MSZoning.RM","LotFrontage","LotArea","LotShape.IR1","LotShape.Reg","LandContour.Lvl","LotConfig.Corner","LotConfig.CulDSac","LotConfig.Inside","Neighborhood.CollgCr","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.NAmes","Neighborhood.NridgHt","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.Somerst","Condition1.Feedr","Condition1.Norm","BldgType.1Fam","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1Story","HouseStyle.2Story","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle.Gable","RoofStyle.Hip","Exterior1st.HdBoard","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.VinylSd","Exterior1st.Wd.Sdng","Exterior2nd.HdBoard","Exterior2nd.MetalSd","Exterior2nd.Plywood","Exterior2nd.VinylSd","Exterior2nd.Wd.Sdng","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","MasVnrArea","ExterQual.Gd","ExterQual.TA","ExterCond.Gd","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","BsmtQual.Ex","BsmtQual.Gd","BsmtQual.TA","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinSF1","BsmtFinType2.Unf","BsmtUnfSF","TotalBsmtSF","HeatingQC.Ex","HeatingQC.Gd","HeatingQC.TA","CentralAir.N","CentralAir.Y","Electrical.FuseA","Electrical.SBrkr","X2ndFlrSF","GrLivArea","BsmtFullBath.0","BsmtFullBath.1","FullBath","HalfBath","BedroomAbvGr","KitchenQual.Ex","KitchenQual.Gd","KitchenQual.TA","TotRmsAbvGrd","Functional.Typ","Fireplaces","FireplaceQu.Gd","FireplaceQu.NONE","FireplaceQu.TA","GarageType.Attchd","GarageType.BuiltIn","GarageType.Detchd","GarageType.NONE","GarageFinish.Fin","GarageFinish.NONE","GarageFinish.RFn","GarageFinish.Unf","GarageCars","GarageQual.NONE","GarageQual.TA","GarageCond.NONE","GarageCond.TA","PavedDrive.N","PavedDrive.Y","WoodDeckSF","MoSold","YrSold","SaleType.New","SaleType.WD","SaleCondition.Abnorml","SaleCondition.Normal","SaleCondition.Partial","SalePrice"
166,190,1,0,62,10106,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5,7,1940,1999,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,351,0,112,644,0,1,0,0,1,0,1,547,1355,0,1,2,0,4,0,0,1,6,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,140,9,2008,0,1,0,1,0,127500
167,20,1,0,4509.89214832725,10708,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,5,1955,1993,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,379,0,470,1617,1,0,0,0,1,1,0,0,1867,0,1,1,0,2,0,0,1,7,1,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,476,11,2009,0,0,0,1,0,190000
168,60,1,0,86,10562,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,8,5,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,300,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1288,1,294,1582,1,0,0,0,1,0,1,551,2161,0,1,1,1,3,1,0,0,8,1,1,1,0,0,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,178,11,2007,1,0,0,0,1,325624
169,60,1,0,62,8244,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,7,5,2004,2004,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,840,840,1,0,0,0,1,0,1,880,1720,1,0,2,1,3,0,1,0,7,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,100,5,2007,0,1,0,1,0,183500
170,20,1,0,6832.64910662509,16669,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,6,1981,1981,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,653,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1686,1686,0,0,1,0,1,0,1,0,1707,1,0,2,1,2,0,0,1,6,1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,574,1,2006,0,1,0,1,0,228000
171,50,0,1,5134.91164258489,12358,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,5,6,1941,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,360,1,360,720,0,0,1,0,1,0,1,0,1382,1,0,1,1,2,0,0,1,7,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,237,5,2007,0,1,0,1,0,128500
172,20,1,0,141,31770,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,6,5,1960,1960,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,112,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,639,1,441,1080,0,0,0,0,1,0,1,0,1656,0,1,1,0,3,0,0,1,7,1,2,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,210,5,2010,0,1,0,1,0,215000
173,160,1,0,44,5306,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7,7,1987,1987,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,495,0,354,1064,0,1,0,0,1,0,1,703,1767,0,1,2,0,2,0,1,0,5,1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,441,6,2006,0,1,0,1,0,239000
174,20,1,0,80,10197,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,6,5,1961,1961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,288,0,700,1362,0,0,1,0,1,0,1,0,1362,0,1,1,1,3,0,0,1,6,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,6,2008,0,0,0,1,0,163000
175,20,1,0,47,12416,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,5,1986,1986,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,132,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1398,0,0,1606,0,0,1,0,1,0,1,0,1651,0,1,2,0,3,0,0,1,7,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,192,11,2008,0,1,0,1,0,184000
176,20,1,0,84,12615,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,6,7,1950,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,477,1,725,1202,0,0,1,0,1,0,1,0,2158,0,1,2,0,4,0,1,0,7,1,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,6,2007,0,1,0,1,0,243000
177,60,1,0,97,10029,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,5,1988,1989,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,268,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,831,1,320,1151,0,0,1,0,1,0,1,896,2060,1,0,2,1,4,0,0,1,8,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,9,2007,0,1,0,1,0,211000
178,50,1,0,5685.84505632502,13650,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,5,5,1958,1958,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,57,0,554,1052,1,0,0,0,1,0,1,668,1920,0,1,2,0,4,0,1,0,8,1,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,7,2006,0,1,0,1,0,172500
179,20,1,0,63,17423,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,5,2008,2009,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,748,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1904,1,312,2216,1,0,0,0,1,0,1,0,2234,0,1,2,0,1,1,0,0,9,1,1,1,0,0,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,0,7,2009,1,0,0,0,1,501837
180,30,0,1,60,8520,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,6,1923,2006,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,968,968,0,0,1,0,1,0,1,0,968,1,0,1,0,2,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,7,2007,0,1,0,1,0,1e+05
181,160,0,0,1147.61469983321,2117,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,5,2000,2000,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,456,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,436,1,320,756,1,0,0,0,1,0,1,756,1525,1,0,2,1,3,0,1,0,5,1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,6,2007,0,1,0,1,0,177000
182,70,1,0,54,7588,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,6,1920,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,352,1,441,793,0,1,0,0,1,0,1,901,1802,1,0,1,1,4,0,0,1,9,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,7,2006,0,1,0,1,0,200100
183,20,1,0,60,9060,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,6,1957,2006,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,98,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1340,1,0,1,0,3,0,0,1,7,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,116,6,2007,0,1,0,1,0,120000
184,50,0,1,63,11426,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,7,5,2003,2003,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1362,1362,1,0,0,0,1,0,1,720,2082,1,0,2,1,3,0,1,0,6,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,1,0,280,6,2008,0,1,0,1,0,2e+05
185,50,1,0,92,7438,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,8,1908,1991,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,504,504,0,1,0,0,1,0,1,316,1252,1,0,1,0,3,0,0,1,5,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,104,6,2006,0,1,0,1,0,127000
186,75,0,1,90,22950,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,9,1892,1993,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1107,1107,1,0,0,0,1,0,1,1518,3608,1,0,2,1,4,1,0,0,12,1,2,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,1,0,1,0,6,2006,0,1,0,1,0,475000
187,80,1,0,4143.9708179828,9947,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,5,1990,1991,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,611,1,577,1188,1,0,0,0,1,0,1,0,1217,0,1,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,168,6,2009,0,1,0,1,0,173000
188,50,1,0,60,10410,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,5,7,1916,1987,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,660,660,1,0,0,0,1,0,1,704,1656,1,0,2,1,3,0,0,1,8,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,8,2009,0,1,0,1,0,135000
189,90,1,0,64,7018,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,1979,1979,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,275,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1086,1,0,1086,0,0,1,0,1,0,1,0,1224,0,0,0,2,2,0,0,1,6,1,2,0,0,1,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,120,6,2009,0,1,0,0,0,153337
190,120,1,0,41,4923,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,5,2001,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1153,1,440,1593,1,0,0,0,1,0,1,0,1593,0,1,1,1,0,1,0,0,5,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,8,2008,0,1,0,1,0,286000
191,70,1,0,70,10570,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,8,1932,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,297,1,556,853,0,0,1,0,1,0,1,1178,2727,1,0,2,1,3,0,1,0,10,0,2,0,0,1,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,12,2007,0,1,0,1,0,315000
192,60,1,0,3224.50112798488,7472,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,7,9,1972,2004,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,138,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,626,1,99,725,0,1,0,0,1,0,1,754,1479,0,1,1,1,4,0,1,0,7,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,6,2007,0,1,0,1,0,184000
193,20,1,0,68,9017,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,1999,1999,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,560,1,871,1431,1,0,0,0,1,0,1,0,1431,0,1,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,9,2009,0,1,0,1,0,192000
194,160,0,1,24,2522,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7,5,2004,2004,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,50,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,970,970,1,0,0,0,1,0,1,739,1709,1,0,2,0,3,0,1,0,7,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,5,2006,0,1,0,1,0,130000
195,20,1,0,60,7180,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,7,1972,1972,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,390,1,474,864,0,0,1,0,1,0,1,0,864,1,0,1,0,3,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,5,2008,0,1,0,1,0,127000
196,160,1,0,24,2280,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,6,1976,1976,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,566,1,289,855,0,0,1,0,1,0,1,601,1456,1,0,2,1,3,0,0,1,7,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,87,7,2009,0,1,0,1,0,148500
197,20,1,0,79,9416,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,7,5,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,205,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1126,1,600,1726,1,0,0,0,1,0,1,0,1726,0,1,2,0,3,1,0,0,8,1,1,1,0,0,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,171,9,2007,1,0,0,0,1,311872
198,75,1,0,174,25419,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,8,4,1918,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1036,0,140,1360,0,1,0,0,1,0,1,1360,3112,0,1,2,0,4,0,1,0,8,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,3,2006,0,1,1,0,0,235000
199,75,0,1,92,5520,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,6,6,1912,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,755,755,1,0,0,0,1,0,1,929,2229,1,0,1,0,5,0,0,1,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,7,2009,0,1,1,0,0,104000
200,20,1,0,76,9591,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,8,5,2004,2005,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,262,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1088,1,625,1713,1,0,0,0,1,0,1,0,1713,0,1,2,0,3,1,0,0,7,1,1,1,0,0,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,0,1,2009,0,1,0,1,0,274900
201,20,0,1,80,8546,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,5,2003,2004,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1121,1121,1,0,0,0,1,0,1,0,1121,1,0,2,0,2,0,0,1,5,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,132,3,2010,0,1,0,1,0,140000
202,20,1,0,75,10125,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,6,1977,1977,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,641,0,276,1196,0,0,1,0,1,0,1,0,1279,1,0,2,0,3,0,0,1,6,1,2,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,238,2,2008,0,1,0,1,0,171500
203,50,1,0,50,7000,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,6,6,1924,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,617,1,0,617,0,1,0,0,1,0,1,445,1310,1,0,2,0,2,0,0,1,6,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,5,2006,0,0,0,1,0,112000
204,120,0,1,1934.01329594413,4438,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,6,5,2004,2004,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,205,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,662,1,186,848,1,0,0,0,1,0,1,0,848,0,1,1,0,1,0,1,0,3,1,1,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,149,1,2008,0,1,0,1,0,149000
205,50,0,1,50,3500,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,5,7,1947,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,312,1,408,720,0,0,1,0,1,0,1,564,1284,1,0,1,1,2,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,4,2009,0,1,0,1,0,110000
206,20,1,0,99,11851,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,7,5,1990,1990,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1424,1424,1,0,0,0,1,0,1,0,1442,1,0,2,0,3,0,0,1,5,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,5,2009,0,1,0,1,0,180500
207,20,1,0,40,13673,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5,5,1962,1962,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1140,1140,0,0,1,0,1,0,1,0,1696,1,0,1,1,3,0,0,1,8,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,3,2007,0,1,0,1,0,143900
208,20,1,0,5079.02555862098,12493,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,4,5,1960,1960,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,419,0,375,1100,0,0,1,0,1,0,1,0,1100,0,1,1,0,3,0,0,1,6,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,355,4,2008,0,1,0,1,0,141000
209,60,1,0,5986.32081410599,14364,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,5,1988,1989,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,128,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1065,1,92,1157,1,0,0,0,1,0,1,882,2062,0,1,2,1,3,0,0,1,7,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,60,4,2007,0,1,0,1,0,277000
210,20,1,0,75,8250,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,6,7,1964,1964,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,260,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,787,1,305,1092,1,0,0,0,1,0,1,0,1092,0,1,1,0,3,0,0,1,6,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,7,2008,0,1,0,1,0,145000
211,30,1,0,67,5604,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,5,6,1925,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,468,1,396,864,0,0,1,1,0,1,0,0,864,0,1,1,0,2,0,0,1,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4,2008,0,1,0,1,0,98000
212,20,1,0,83,10420,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,6,5,2009,2009,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,36,1,1176,1212,1,0,0,0,1,0,1,0,1212,1,0,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,100,3,2010,0,1,0,1,0,186000
213,60,0,0,72,8640,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,7,5,2009,2009,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,822,1,78,900,1,0,0,0,1,0,1,920,1852,0,1,2,1,3,0,1,0,7,1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,168,7,2009,1,0,0,0,1,252678
214,20,1,0,43,13568,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,5,1995,1995,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,716,1,274,990,1,0,0,0,1,0,1,0,990,1,0,1,0,3,0,0,1,5,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,224,7,2006,0,1,0,1,0,156000
215,60,1,0,4506.4377945904,10900,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,7,1977,1977,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,153,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,378,1,311,689,1,0,0,0,1,0,1,703,1392,1,0,1,1,3,0,0,1,6,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,3,2010,0,1,0,1,0,161750
216,20,1,0,72,10011,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,6,1957,1996,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,64,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,360,1,710,1070,0,0,1,0,1,0,1,0,1236,1,0,1,0,2,0,1,0,6,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,5,2006,0,1,0,1,0,134450
